i,time,node,event,peer,msg
193,39,65,down,0,
194,39,0,down,95,
195,39,0,up,45,
196,39,0,down,72,
197,39,0,up,34,
198,39,28,down,0,
199,39,0,down,36,
200,39,0,up,13,
201,39,42,up,55,
202,39,78,down,0,
203,40,9,up,0,
204,40,0,down,77,
205,40,0,up,98,
206,40,30,up,2,
207,40,68,up,0,
208,41,0,down,45,
209,41,0,up,27,
210,41,3,up,42,
211,41,9,down,0,
212,41,0,down,47,
213,41,0,up,85,
214,41,6,down,0,
215,42,0,down,13,
216,42,0,up,40,
217,42,50,up,0,
218,42,0,down,27,
219,42,0,up,74,
220,42,0,down,74,
221,42,0,up,51,
222,42,0,down,51,
223,42,0,up,43,
224,42,50,down,0,
225,42,97,up,45,
226,42,0,down,40,
227,42,0,up,7,
228,42,0,down,7,
229,42,0,up,55,
230,42,48,up,0,
231,43,0,down,55,
232,43,53,up,0,
233,43,48,down,0,
234,43,75,up,0,
235,43,0,up,4,
236,43,0,down,98,
237,43,0,up,2,
238,43,58,up,0,
239,43,2,up,45,
240,43,0,down,34,
241,43,0,up,30,
242,43,0,down,2,
243,43,75,down,0,
244,43,84,up,70,
245,44,70,up,39,
246,44,65,up,88,
247,44,2,up,44,
248,44,0,up,19,
249,44,0,down,85,
250,44,0,up,97,
251,44,0,down,30,
252,44,76,up,0,
253,44,53,down,0,
254,44,0,up,87,
255,44,0,down,4,
256,44,0,up,46,
257,44,0,down,19,
258,44,0,up,99,
259,45,0,down,97,
260,45,0,up,32,
261,45,35,up,97,
262,45,45,up,2,
263,45,0,down,43,
264,45,0,up,66,
265,45,0,down,99,
266,45,0,up,39,
267,45,3,up,97,
268,46,76,down,0,
269,46,68,down,0,
270,46,2,up,40,
271,46,0,down,32,
272,46,0,up,80,
273,46,86,up,0,
274,46,69,up,0,
275,46,70,up,84,
276,46,0,down,87,
277,46,0,up,61,
278,46,0,down,39,
279,46,65,up,97,
280,46,42,up,40,
281,47,86,down,0,
282,47,5,up,0,
283,47,5,down,0,
284,47,17,up,0,
285,48,17,down,0,
286,48,96,up,42,
287,48,39,up,45,
288,48,18,up,0,
289,48,15,up,44,
290,48,18,down,0,
291,48,14,up,0,
292,48,57,up,0,
293,48,97,up,30,
294,48,58,down,0,
295,48,84,up,42,
296,48,0,up,88,
297,49,14,down,0,
298,49,0,down,61,
299,49,0,up,92,
300,49,0,down,46,
301,49,0,up,44,
302,49,57,down,0,
303,49,0,down,80,
304,49,0,up,81,
305,49,0,down,66,
306,49,0,up,21,
307,49,0,down,21,
308,49,0,up,24,
309,49,6,up,42,
310,49,44,up,15,
311,49,84,up,3,
312,49,70,up,55,
313,49,70,up,45,
314,49,0,down,81,
315,49,0,up,11,
316,50,91,up,0,
317,50,88,up,45,
318,50,29,up,0,
319,50,0,down,44,
320,50,84,up,44,
321,50,96,up,88,
322,50,42,up,84,
323,51,0,down,88,
324,51,29,down,0,
325,51,0,up,35,
326,51,79,up,0,
327,51,65,up,15,
328,51,91,down,0,
329,51,0,down,35,
330,51,68,up,28,
331,52,54,up,0,
332,52,79,down,0,
333,52,2,up,30,
334,52,0,up,15,
335,52,75,up,68,
336,52,0,up,3,
337,52,39,up,42,
338,53,44,up,45,
339,53,0,down,3,
340,53,69,down,0,
341,53,68,up,6,
342,53,0,up,65,
343,53,0,down,15,
344,53,42,up,3,
345,53,93,up,0,
346,53,23,up,0,
347,53,44,up,97,
348,53,60,up,0,
349,54,0,up,96,
350,54,48,up,6,
351,54,93,down,0,
352,54,88,up,65,
353,54,44,up,2,
354,54,60,down,0,
355,54,23,down,0,
356,55,76,up,68,
357,55,16,up,0,
358,55,67,up,0,
359,55,3,up,88,
360,55,54,down,0,
361,55,84,up,55,
362,55,0,down,92,
363,55,0,up,28,
364,56,0,down,11,
365,56,0,up,6,
366,56,30,up,96,
367,56,39,up,97,
368,56,0,down,96,
369,56,16,down,0,
370,56,33,up,0,
371,56,35,up,44,
372,56,40,up,35,
373,56,39,up,70,
374,56,67,down,0,
375,56,0,down,65,
376,57,30,up,45,
377,57,44,up,42,
378,57,42,up,70,
379,57,55,up,40,
380,57,45,up,97,
381,57,82,up,0,
382,58,0,up,78,
383,58,97,up,35,
384,58,28,up,88,
385,58,63,up,0,
386,58,0,down,28,
387,58,82,down,0,
388,58,35,up,75,
389,58,63,down,0,
390,58,17,up,68,
391,58,69,up,86,
392,58,90,up,0,
393,59,0,down,78,
394,59,78,up,6,
395,59,94,up,0,
396,59,71,up,0,
397,59,97,up,3,
398,59,65,up,42,
399,59,90,down,0,
400,59,94,down,0,
401,59,53,up,17,
402,59,26,up,0,
403,59,22,up,0,
404,59,96,up,76,
405,59,26,down,0,
406,60,62,up,0,
407,60,38,up,0,
408,60,6,up,96,
409,60,48,up,9,
410,60,0,up,9,
411,60,0,down,6,
412,60,38,down,0,
413,60,58,up,75,
414,60,62,down,0,
415,61,93,up,69,
416,61,97,up,65,
417,61,20,up,0,
418,61,70,up,35,
419,61,96,up,97,
420,61,0,up,68,
421,61,75,up,6,
422,61,6,up,28,
423,61,10,up,0,
424,61,0,down,9,
425,61,45,up,84,
426,62,20,down,0,
427,62,76,up,58,
428,62,91,up,69,
429,62,17,up,86,
430,62,35,up,42,
431,62,5,up,58,
432,62,31,up,0,
433,63,10,down,0,
434,63,29,up,69,
435,63,0,up,50,
436,63,2,up,42,
437,63,0,down,50,
438,63,68,up,75,
439,63,33,down,0,
440,63,40,up,2,
441,63,91,up,68,
442,64,0,up,48,
443,64,56,up,0,
444,64,3,up,84,
445,64,71,down,0,
446,64,28,up,96,
447,64,0,down,48,
448,64,78,up,96,
449,64,22,down,0,
450,64,28,up,68,
451,64,0,up,53,
452,64,0,up,75,
453,65,40,up,45,
454,65,53,up,50,
455,65,0,up,58,
456,65,33,up,69,
457,65,56,down,0,
458,65,5,up,68,
459,65,0,down,75,
460,66,86,up,76,
461,66,16,up,69,
462,66,9,up,78,
463,66,42,down,84,
464,66,42,up,96,
465,66,18,up,17,
466,66,40,up,3,
467,66,0,down,53,
468,66,58,up,53,
469,66,0,down,68,
470,66,37,up,0,
471,66,37,down,0,
472,66,0,up,76,
473,66,14,up,18,
474,66,83,up,0,
475,66,88,up,96,
476,66,31,down,0,
477,66,55,up,45,
478,66,3,up,15,
479,67,79,up,58,
480,67,28,up,65,
481,67,6,up,68,
482,67,30,up,97,
483,67,30,up,40,
484,67,63,up,33,
485,67,68,up,76,
486,67,15,up,65,
487,67,69,up,68,
488,67,53,up,6,
489,67,23,up,79,
490,67,45,up,39,
491,68,88,up,53,
492,68,68,up,65,
493,68,78,up,9,
494,68,0,down,76,
495,68,40,down,35,
496,68,40,up,70,
497,68,42,down,40,
498,68,42,up,6,
499,68,6,up,48,
500,68,83,down,0,
501,68,14,up,58,
502,68,86,up,58,
503,69,14,up,68,
504,69,76,up,82,
505,69,18,up,69,
506,69,15,up,42,
507,69,1,up,0,
508,69,50,up,68,
509,69,0,up,86,
510,69,41,up,0,
511,69,0,up,69,
512,69,1,down,0,
513,69,78,up,28,
514,69,41,down,0,
515,70,49,up,0,
516,70,0,down,58,
517,70,40,down,2,
518,70,40,up,84,
519,70,89,up,0,
520,70,96,up,65,
521,70,0,down,86,
522,70,6,down,68,
523,70,6,up,65,
524,70,55,up,78,
525,70,15,up,97,
526,70,28,up,42,
527,70,79,up,91,
528,70,12,up,0,
529,71,45,down,39,
530,71,45,up,88,
531,71,12,down,0,
532,71,95,up,0,
533,71,17,up,69,
534,71,94,up,54,
535,71,89,down,0,
536,71,86,up,69,
537,71,25,up,0,
538,71,0,up,5,
539,71,17,up,53,
540,71,0,down,5,
541,71,16,up,54,
542,71,49,down,0,
543,71,37,up,33,
544,71,45,down,84,
545,71,45,up,42,
546,71,0,up,17,
547,72,73,up,0,
548,72,0,down,17,
549,72,25,down,0,
550,72,69,up,93,
551,72,0,up,18,
552,72,0,down,18,
553,72,76,up,6,
554,72,0,up,14,
555,72,0,up,57,
556,72,15,up,88,
557,72,74,up,40,
558,72,26,up,62,
559,72,97,down,65,
560,72,97,up,42,
561,72,2,down,44,
562,72,2,up,70,
563,72,59,up,0,
564,72,88,up,40,
565,73,35,up,88,
566,73,59,down,0,
567,73,68,down,76,
568,73,68,up,17,
569,73,29,up,68,
570,73,0,down,14,
571,73,8,up,0,
572,73,73,down,0,
573,73,52,up,0,
574,73,69,up,76,
575,73,0,down,57,
576,73,75,up,35,
577,73,76,up,96,
578,73,38,up,62,
579,73,96,down,88,
580,73,96,up,30,
581,73,54,up,69,
582,74,97,down,3,
583,74,97,up,40,
584,74,60,up,54,
585,74,58,up,68,
586,74,16,up,60,
587,74,48,up,14,
588,74,64,up,0,
589,74,53,up,68,
590,74,95,down,0,
591,74,88,down,53,
592,74,88,up,97,
593,74,22,up,33,
594,75,52,down,0,
595,75,0,up,91,
596,75,8,down,0,
597,75,86,up,68,
598,75,0,up,29,
599,75,23,up,93,
600,75,94,up,90,
601,76,36,up,0,
602,76,97,down,40,
603,76,97,up,44,
604,76,64,down,0,
605,76,69,up,91,
606,76,63,up,54,
607,76,0,down,69,
608,76,0,down,29,
609,76,57,up,38,
610,76,30,down,2,
611,76,30,up,42,
612,76,45,down,88,
613,76,45,up,44,
614,76,84,down,3,
615,76,84,up,15,
616,76,47,up,0,
617,76,0,down,91,
618,76,37,up,22,
619,76,77,up,0,
620,76,39,up,40,
621,76,53,up,86,
622,76,45,down,70,
623,76,45,up,16,
624,76,1,up,33,
625,77,0,up,79,
626,77,20,up,62,
627,77,75,up,53,
628,77,78,up,65,
629,77,65,up,60,
630,77,75,up,23,
631,77,88,down,40,
632,77,88,up,3,
633,77,33,up,63,
634,77,86,up,17,
635,77,36,down,0,
636,77,72,up,0,
637,77,69,down,93,
638,77,69,up,29,
639,78,0,up,54,
640,78,75,down,35,
641,78,75,up,58,
642,78,44,down,42,
643,78,44,up,88,
644,78,88,down,97,
645,78,88,up,42,
646,78,83,up,71,
647,78,14,up,69,
648,78,9,up,28,
649,78,0,down,79,
650,78,22,up,71,
651,78,90,up,63,
652,78,72,down,0,
653,78,50,up,9,
654,78,42,down,96,
655,78,42,up,39,
656,78,89,up,83,
657,78,40,down,42,
658,79,35,down,88,
659,79,35,up,40,
660,79,9,up,48,
661,79,34,up,0,
662,79,77,down,0,
663,79,69,down,86,
664,79,69,up,33,
665,79,13,up,0,
666,79,33,up,16,
667,79,42,down,39,
668,79,42,up,30,
669,79,44,down,88,
670,79,44,up,35,
671,79,83,up,33,
672,79,60,up,93,
673,79,31,up,71,
674,79,58,up,5,
675,79,60,up,69,
676,79,82,up,76,
677,79,58,up,76,
678,80,0,up,93,
679,80,0,up,23,
680,80,20,up,22,
681,80,18,up,58,
682,80,62,up,33,
683,80,47,down,0,
684,80,57,up,14,
685,80,50,up,6,
686,80,6,down,65,
687,80,6,up,78,
688,80,84,down,15,
689,80,84,up,91,
690,80,0,up,60,
691,80,23,up,69,
692,81,0,down,93,
693,81,90,up,33,
694,81,69,down,29,
695,81,69,up,16,
696,81,17,up,58,
697,81,98,up,0,
698,81,0,down,23,
699,81,0,down,60,
700,81,88,down,65,
701,81,88,up,28,
702,81,0,down,54,
703,81,13,down,0,
704,81,40,up,57,
705,81,33,up,37,
706,82,48,up,50,
707,82,27,up,0,
708,82,18,up,68,
709,82,68,down,65,
710,82,68,up,91,
711,82,88,down,96,
712,82,88,up,5,
713,82,97,down,44,
714,82,97,up,39,
715,82,55,down,70,
716,82,55,up,84,
717,82,43,up,40,
718,82,26,up,37,
719,82,54,up,79,
720,82,59,up,95,
721,83,6,down,78,
722,83,6,up,75,
723,83,0,up,16,
724,83,79,up,23,
725,83,44,down,2,
726,83,0,up,67,
727,83,2,down,42,
728,83,2,up,79,
729,83,27,down,0,
730,83,34,down,0,
731,83,50,up,65,
732,83,84,down,44,
733,83,76,down,6,
734,83,76,up,53,
735,83,85,up,0,
736,83,96,down,76,
737,83,96,up,6,
738,83,89,up,49,
739,83,48,up,68,
740,83,28,down,65,
741,83,28,up,60,
742,84,97,down,30,
743,84,97,up,28,
744,84,79,up,69,
745,84,0,down,16,
746,84,57,up,68,
747,84,75,down,58,
748,84,75,up,48,
749,84,17,down,53,
750,84,17,up,18,
751,84,8,up,73,
752,84,45,down,2,
753,84,45,up,48,
754,84,98,down,0,
755,84,68,down,91,
756,84,68,up,9,
757,84,10,up,33,
758,84,74,up,0,
759,84,33,up,67,
760,84,74,down,0,
761,84,51,up,0,
762,84,56,up,33,
763,84,68,down,6,
764,84,0,down,67,
765,84,67,up,69,
766,84,10,up,71,
767,84,62,up,26,
768,84,0,up,33,
769,84,51,down,0,
770,85,10,up,22,
771,85,72,up,95,
772,85,43,up,0,
773,85,86,down,58,
774,85,86,up,6,
775,85,88,down,28,
776,85,88,up,57,
777,85,7,up,0,
778,85,76,down,68,
779,85,18,up,14,
780,85,82,up,54,
781,85,7,down,0,
782,85,12,up,89,
783,85,42,down,55,
784,85,42,up,44,
785,85,36,up,64,
786,86,40,down,70,
787,86,40,up,78,
788,86,90,up,84,
789,86,28,down,42,
790,86,28,up,6,
791,86,9,up,65,
792,86,85,down,0,
793,86,84,up,48,
794,86,14,up,82,
795,86,97,down,42,
796,86,97,up,50,
797,86,0,up,82,
798,86,14,down,69,
799,86,14,up,10,
800,86,40,down,3,
801,86,40,up,55,
802,86,20,up,12,
803,86,76,up,86,
804,86,58,down,75,
805,86,58,up,79,
806,86,45,down,42,
807,86,45,up,30,
808,86,52,up,8,
809,86,54,up,94,
810,86,5,up,18,
811,86,22,up,90,
812,86,4,up,0,
813,86,68,up,5,
814,86,63,up,82,
815,87,65,down,15,
816,87,65,up,41,
817,87,89,up,33,
818,87,16,up,63,
819,87,0,down,82,
820,87,16,up,23,
821,87,65,down,97,
822,87,0,up,63,
823,87,3,down,97,
824,87,49,up,31,
825,87,62,up,38,
826,87,77,up,47,
827,87,26,up,94,
828,87,0,down,63,
829,87,2,down,40,
830,87,50,up,53,
831,87,9,up,6,
832,88,10,up,12,
833,88,43,down,0,
834,88,57,up,69,
835,88,56,up,22,
836,88,2,down,30,
837,88,93,up,79,
838,88,4,down,0,
839,88,47,up,8,
840,88,0,up,90,
841,88,5,up,69,
842,88,77,up,64,
843,88,19,up,0,
844,88,67,up,63,
845,88,0,up,94,
846,88,83,up,89,
847,88,58,down,76,
848,88,58,up,6,
849,88,93,down,69,
850,89,0,down,90,
851,89,42,down,44,
852,89,42,up,65,
853,89,0,up,71,
854,89,95,up,89,
855,89,8,up,95,
856,89,76,down,82,
857,89,76,up,36,
858,89,0,down,94,
859,89,19,down,0,
860,89,40,down,78,
861,89,40,up,74,
862,89,70,down,45,
863,89,26,up,33,
864,89,41,up,83,
865,89,62,up,90,
866,89,54,up,16,
867,89,0,up,26,
868,89,97,down,28,
869,89,97,up,96,
870,89,53,down,68,
871,89,53,up,58,
872,89,87,up,0,
873,89,0,up,22,
874,89,0,down,26,
875,89,69,down,68,
876,89,69,up,58,
877,89,46,up,0,
878,89,99,up,0,
879,89,1,up,31,
880,90,32,up,0,
881,90,0,up,62,
882,90,0,down,24,
883,90,0,up,38,
884,90,79,up,93,
885,90,22,up,37,
886,90,84,down,42,
887,90,20,up,71,
888,90,5,up,86,
889,90,50,down,6,
890,90,50,up,17,
891,90,91,up,79,
892,90,35,down,40,
893,90,39,down,45,
894,90,0,down,38,
895,90,29,up,91,
896,90,70,up,42,
897,90,99,down,0,
898,90,26,up,90,
899,90,72,up,77,
900,90,66,up,0,
901,90,0,down,62,
902,91,3,down,84,
903,91,94,up,59,
904,91,33,down,63,
905,91,33,up,1,
906,91,69,down,58,
907,91,69,up,18,
908,91,32,down,0,
909,91,53,down,58,
910,91,53,up,48,
911,91,53,down,86,
912,91,53,up,88,
913,91,87,down,0,
914,91,60,up,59,
915,91,68,down,28,
916,91,68,up,69,
917,91,33,down,37,
918,91,33,up,22,
919,91,86,down,69,
920,91,58,down,5,
921,91,58,up,14,
922,91,65,down,88,
923,91,0,up,20,
924,91,96,down,30,
925,91,96,up,78,
926,92,0,down,33,
927,92,75,down,68,
928,92,75,up,26,
929,92,79,down,69,
930,92,79,up,29,
931,92,64,up,77,
932,92,38,up,57,
933,92,71,up,90,
934,92,54,up,91,
935,92,80,up,0,
936,92,90,up,94,
937,92,96,down,65,
938,92,96,up,28,
939,92,31,up,22,
940,92,82,up,69,
941,92,0,down,20,
942,92,0,up,10,
943,92,58,down,79,
944,92,58,up,86,
945,92,61,up,0,
946,92,35,down,75,
947,92,18,down,58,
948,92,18,up,67,
949,93,98,up,47,
950,93,26,down,37,
951,93,26,up,38,
952,93,57,up,20,
953,93,82,up,33,
954,93,63,up,69,
955,93,71,up,83,
956,93,68,down,69,
957,93,68,up,14,
958,93,41,up,33,
959,93,62,up,20,
960,93,29,up,58,
961,93,91,up,58,
962,93,56,up,71,
963,93,10,up,83,
964,93,33,down,1,
965,93,33,up,54,
966,93,37,up,31,
967,93,95,up,59,
968,93,0,down,10,
969,93,57,down,38,
970,93,57,up,58,
971,94,82,up,67,
972,94,0,down,71,
973,94,0,up,31,
974,94,46,down,0,
975,94,60,up,16,
976,94,91,up,57,
977,94,90,up,69,
978,94,93,up,58,
979,94,70,down,55,
980,94,0,down,22,
981,94,66,down,0,
982,94,95,up,49,
983,95,69,down,76,
984,95,69,up,17,
985,95,73,up,49,
986,95,6,down,48,
987,95,6,up,53,
988,95,54,down,79,
989,95,54,up,60,
990,95,71,up,69,
991,95,80,down,0,
992,95,61,down,0,
993,95,41,up,31,
994,95,54,down,94,
995,95,54,up,58,
996,95,67,up,8,
997,95,29,down,69,
998,95,53,down,17,
999,96,73,up,8,
1000,96,31,up,33,
1001,96,95,up,72,
1002,96,42,down,30,
1003,96,42,up,35,
1004,96,1,up,83,
1005,96,0,up,56,
1006,96,22,up,26,
1007,96,96,down,42,
1008,96,94,up,33,
1009,96,64,up,36,
1010,96,83,up,31,
1011,96,67,up,16,
1012,96,67,up,54,
1013,96,55,down,42,
1014,96,72,up,51,
1015,96,74,up,34,
1016,96,73,up,25,
1017,96,49,up,41,
1018,97,49,up,83,
1019,97,3,up,40,
1020,97,71,up,22,
1021,97,54,down,91,
1022,97,54,up,63,
1023,97,16,down,23,
1024,97,16,up,45,
1025,97,49,up,89,
1026,97,88,down,45,
1027,97,68,down,75,
1028,97,68,up,50,
1029,97,76,down,96,
1030,97,79,down,93,
1031,97,79,up,94,
1032,97,0,down,56,
1033,97,65,up,28,
1034,97,73,up,95,
1035,97,52,up,95,
1036,97,33,down,22,
1037,97,33,up,83,
1038,97,65,up,68,
1039,97,72,up,7,
1040,97,1,up,89,
1041,98,53,down,88,
1042,98,93,up,23,
1043,98,63,up,90,
1044,98,0,down,31,
1045,98,23,up,54,
1046,98,92,up,0,
1047,98,84,up,45,
1048,98,47,up,77,
1049,98,81,up,0,
1050,98,21,up,0,
1051,98,15,down,97,
1052,98,15,up,3,
1053,98,37,up,26,
1054,98,69,down,33,
1055,98,69,up,54,
1056,98,71,up,31,
1057,98,21,down,0,
1058,98,24,up,0,
1059,98,71,down,31,
1060,98,71,up,94,
1061,99,81,down,0,
1062,99,25,up,95,
1063,99,22,down,37,
1064,99,22,up,20,
1065,99,23,up,75,
1066,99,94,up,69,
1067,99,14,down,82,
1068,99,14,up,48,
1069,99,11,up,0,
1070,99,8,up,52,
1071,99,60,down,93,
1072,99,60,up,23,
1073,99,0,up,37,
1074,100,82,down,76,
1075,100,0,down,37,
1076,100,38,up,22,
1077,100,70,up,29,
1078,100,2,down,45,
1079,100,0,up,83,
1080,100,31,up,10,
1081,100,43,up,34,
1082,100,77,up,36,
1083,100,5,down,58,
1084,100,5,up,37,
1085,100,36,up,76,
1086,100,34,up,47,
1087,100,90,down,33,
1088,100,90,up,54,
1089,101,20,up,25,
1090,101,63,down,33,
1091,101,89,up,12,
1092,101,76,up,69,
1093,101,26,down,94,
1094,101,26,up,71,
1095,101,77,up,51,
1096,101,85,up,34,
1097,101,37,up,71,
1098,101,62,down,33,
1099,101,62,up,22,
1100,101,28,down,68,
1101,101,28,up,78,
1102,101,8,up,47,
1103,101,12,up,31,
1104,101,37,down,33,
1105,101,51,up,85,
1106,101,12,up,20,
1107,102,33,down,16,
1108,102,33,up,62,
1109,102,93,up,54,
1110,102,0,down,83,
1111,102,91,down,68,
1112,102,72,up,36,
1113,102,45,down,16,
1114,102,45,up,40,
1115,102,31,up,27,
1116,103,30,down,97,
1117,103,15,down,65,
1118,103,16,down,60,
1119,103,16,up,33,
1120,103,52,up,72,
1121,103,46,up,87,
1122,103,38,up,33,
1123,103,99,up,46,
1124,103,41,up,1,
1125,103,25,up,89,
1126,103,67,down,69,
1127,103,67,up,23,
1128,104,0,up,1,
1129,104,10,down,83,
1130,104,10,up,20,
1131,104,41,up,65,
1132,104,78,down,6,
1133,104,57,down,58,
1134,104,57,up,52,
1135,104,0,up,41,
1136,104,33,down,67,
1137,104,33,up,90,
1138,104,77,up,72,
1139,104,0,down,1,
1140,104,20,down,25,
1141,104,20,up,33,
1142,104,52,up,73,
1143,104,65,down,60,
1144,104,65,up,6,
1145,104,0,down,41,
1146,104,65,down,6,
1147,104,65,up,96,
1148,104,88,up,41,
1149,104,44,down,97,
1150,105,92,down,0,
1151,105,12,up,10,
1152,105,64,up,95,
1153,105,0,up,49,
1154,105,56,up,31,
1155,105,39,down,42,
1156,105,0,up,89,
1157,105,83,up,22,
1158,105,51,up,40,
1159,105,62,down,90,
1160,105,62,up,71,
1161,105,47,up,19,
1162,105,36,up,52,
1163,105,64,up,52,
1164,105,11,down,0,
1165,105,40,down,45,
1166,105,40,up,19,
1167,106,95,up,8,
1168,106,93,up,60,
1169,106,0,up,12,
1170,106,25,up,49,
1171,106,0,down,89,
1172,106,0,down,12,
1173,106,29,down,68,
1174,106,77,down,72,
1175,106,77,up,95,
1176,106,45,down,30,
1177,106,45,up,55,
1178,106,86,up,53,
1179,106,68,down,5,
1180,106,68,up,58,
1181,106,47,up,95,
1182,106,0,up,95,
1183,106,89,up,31,
1184,106,27,up,13,
1185,106,0,down,49,
1186,106,0,up,25,
1187,106,76,down,58,
1188,107,47,up,98,
1189,107,68,down,14,
1190,107,68,up,86,
1191,107,72,down,36,
1192,107,72,up,47,
1193,107,38,up,71,
1194,107,68,down,86,
1195,107,68,up,53,
1196,107,36,up,95,
1197,107,12,up,33,
1198,107,89,down,83,
1199,107,89,up,95,
1200,107,30,down,40,
1201,107,0,down,25,
1202,107,1,down,33,
1203,107,71,down,69,
1204,107,71,up,33,
1205,108,0,up,73,
1206,108,87,up,19,
1207,108,12,down,89,
1208,108,12,up,49,
1209,108,84,down,45,
1210,108,33,down,69,
1211,108,33,up,56,
1212,108,31,down,27,
1213,108,31,up,49,
1214,108,40,down,84,
1215,108,40,up,43,
1216,108,97,down,50,
1217,108,97,up,15,
1218,108,71,down,33,
1219,108,71,up,10,
1220,108,51,up,72,
1221,108,28,down,88,
1222,108,42,down,35,
1223,108,42,up,15,
1224,108,59,up,94,
1225,109,85,up,98,
1226,109,92,up,46,
1227,109,98,up,34,
1228,109,37,down,26,
1229,109,0,down,73,
1230,109,69,down,18,
1231,109,69,up,14,
1232,109,58,down,86,
1233,109,48,down,6,
1234,109,0,up,59,
1235,109,49,up,4,
1236,109,33,down,56,
1237,109,33,up,10,
1238,109,0,down,59,
1239,109,22,down,33,
1240,109,22,up,10,
1241,109,38,down,57,
1242,109,69,down,91,
1243,109,69,up,60,
1244,109,30,down,96,
1245,109,36,up,8,
1246,109,10,down,20,
