20,22,49
20,34,24
20,36,36
20,44,37
20,46,18
20,57,31
20,59,15
20,72,46
20,79,35
20,82,47
20,83,12
20,86,45
20,91,19
20,95,40
21,24,17
21,25,14
21,32,35
21,42,17
21,53,48
21,55,44
21,81,12
22,32,13
22,39,36
22,44,46
22,46,39
22,88,32
22,92,39
22,99,14
23,29,23
23,32,45
23,41,25
23,58,28
23,76,46
23,92,33
23,93,35
24,44,17
24,54,43
24,55,39
24,56,44
24,68,26
24,81,32
24,90,43
24,91,15
25,48,20
25,55,42
25,67,26
25,81,13
25,94,41
26,31,38
26,33,27
26,38,38
26,63,47
26,69,30
26,74,22
26,78,32
26,87,27
27,30,45
27,32,41
27,41,31
27,64,30
27,66,27
27,75,23
28,38,19
28,43,17
28,49,41
28,54,29
28,60,45
28,63,31
28,67,10
28,78,26
28,90,49
28,94,14
29,44,19
29,52,15
29,54,46
29,55,36
29,76,38
29,84,10
29,85,35
29,87,11
29,88,43
29,93,28
30,33,47
30,71,26
30,75,38
31,38,23
31,61,47
31,63,43
31,64,25
31,74,23
32,35,19
32,44,11
32,50,11
32,52,34
32,56,25
32,58,18
32,65,20
32,85,31
32,99,32
33,40,41
33,42,19
33,53,38
33,84,38
34,57,14
34,59,39
34,69,32
34,73,26
34,77,32
34,82,24
34,89,37
34,98,46
35,44,17
35,50,17
35,52,46
35,56,27
35,73,46
35,85,22
35,99,34
36,57,46
36,58,28
36,59,35
36,68,19
36,79,26
36,82,11
37,47,29
37,61,34
37,64,45
37,71,33
37,74,45
37,75,22
37,76,38
38,49,38
38,67,25
38,74,16
38,76,48
38,78,13
38,80,25
38,94,44
39,45,22
39,72,29
39,77,24
39,83,23
39,89,47
39,97,11
40,42,33
40,51,31
40,52,40
40,53,46
40,83,41
40,84,27
40,86,48
41,43,12
41,48,17
41,50,17
41,58,32
41,60,26
41,70,14
41,74,24
41,76,16
41,84,37
41,92,45
41,98,47
42,47,19
42,53,18
43,49,14
43,60,42
43,63,45
43,66,26
43,78,13
43,87,16
43,88,45
43,94,41
43,96,23
44,52,14
44,54,27
44,55,45
44,56,38
44,65,26
44,81,28
44,85,20
44,87,20
44,88,37
44,93,25
44,99,35
45,77,36
45,97,41
46,54,45
46,59,21
46,80,17
46,83,17
46,91,25
47,60,26
47,61,39
47,67,18
47,71,16
47,80,19
47,88,11
48,55,36
48,67,33
48,69,21
48,71,14
48,81,31
49,63,28
49,67,37
49,78,41
49,87,30
49,90,10
49,94,37
49,96,44
50,87,26
50,99,28
51,52,28
51,60,32
51,83,13
51,86,42
52,58,21
52,66,38
52,70,11
52,74,45
52,80,36
52,89,24
52,99,49
53,73,20
54,55,38
54,65,30
54,81,43
54,85,28
54,88,24
54,93,25
54,96,12
55,65,18
55,78,42
55,81,42
55,85,24
55,88,24
55,93,41
56,65,20
56,70,40
56,85,38
56,90,35
57,59,12
57,66,26
57,73,20
57,82,43
57,86,49
58,68,28
58,70,25
58,74,41
58,78,21
58,92,33
58,93,13
58,99,47
59,73,49
59,77,20
59,79,25
59,82,21
59,83,14
59,85,35
59,86,21
59,89,15
59,91,44
59,98,34
60,63,41
60,66,34
60,79,42
60,86,47
60,94,10
60,96,32
61,64,42
61,74,39
61,75,26
61,76,26
62,66,16
62,74,28
62,80,38
62,87,36
62,92,33
63,66,47
63,80,24
63,94,18
63,96,24
64,87,19
65,68,19
65,85,18
66,76,48
66,93,36
67,79,24
67,81,47
67,87,11
67,90,49
67,94,23
68,74,42
68,86,33
68,92,38
68,94,15
69,72,35
69,77,19
69,89,36
70,74,23
70,78,15
70,92,33
71,74,37
71,75,39
71,76,39
71,85,36
72,77,31
72,89,24
72,95,31
72,97,49
73,77,16
73,82,24
73,89,20
73,98,21
74,80,31
74,87,39
74,92,12
75,90,30
76,86,33
77,89,20
77,95,30
77,97,12
78,94,24
79,82,19
79,83,21
79,91,31
79,98,28
81,88,26
82,83,31
82,91,38
83,86,48
84,86,16
88,99,39
89,95,48
89,97,38
89,98,46
90,94,23
94,96,47
95,97,12
