i,time,node,event,peer,msg
157,36,0,down,70,
158,36,0,up,11,
159,36,0,down,4,
160,36,0,up,31,
161,36,0,down,38,
162,36,0,up,87,
163,37,0,down,31,
164,37,0,up,85,
165,37,60,up,0,
166,37,0,down,58,
167,37,0,up,41,
168,37,46,up,0,
169,38,60,down,0,
170,38,0,down,41,
171,38,0,up,9,
172,38,46,down,0,
173,38,90,up,51,
174,38,98,up,83,
175,38,36,up,0,
176,38,57,up,0,
177,39,28,down,0,
178,39,0,down,87,
179,39,0,up,68,
180,39,65,down,0,
181,40,10,up,69,
182,40,0,down,59,
183,40,0,up,82,
184,40,94,up,0,
185,40,0,down,68,
186,40,0,up,27,
187,40,0,down,11,
188,40,0,up,73,
189,40,57,down,0,
190,40,0,down,9,
191,40,0,up,40,
192,41,51,up,90,
193,41,0,down,85,
194,41,0,up,3,
195,41,0,down,40,
196,41,0,up,77,
197,41,0,down,77,
198,41,0,up,62,
199,41,0,down,3,
200,41,0,up,29,
201,41,88,up,81,
202,41,0,down,62,
203,41,0,up,32,
204,41,0,down,29,
205,41,0,up,22,
206,41,0,down,73,
207,41,0,up,1,
208,41,0,down,1,
209,41,0,up,44,
210,41,96,up,0,
211,42,0,down,82,
212,42,0,up,69,
213,42,0,down,22,
214,42,0,up,89,
215,42,10,up,83,
216,42,77,up,83,
217,42,0,down,27,
218,42,0,up,34,
219,42,67,up,0,
220,42,12,up,92,
221,43,0,down,69,
222,43,0,up,37,
223,43,97,up,0,
224,43,0,down,44,
225,43,0,up,48,
226,43,10,up,12,
227,43,0,down,32,
228,43,0,up,66,
229,43,0,down,37,
230,43,0,up,10,
231,43,30,up,98,
232,43,0,down,66,
233,43,0,up,98,
234,43,94,down,0,
235,43,0,down,89,
236,43,0,up,20,
237,44,0,down,98,
238,44,0,up,49,
239,44,0,down,10,
240,44,0,up,54,
241,44,0,down,54,
242,44,0,up,7,
243,44,0,down,48,
244,44,0,up,75,
245,44,0,down,20,
246,44,0,up,56,
247,44,0,down,7,
248,44,0,up,2,
249,44,0,down,2,
250,45,0,up,42,
251,45,90,up,54,
252,45,98,up,81,
253,45,0,down,56,
254,45,0,up,92,
255,45,0,down,92,
256,45,0,up,30,
257,45,0,down,34,
258,45,0,up,6,
259,46,0,down,42,
260,46,0,up,53,
261,46,0,down,53,
262,46,0,up,5,
263,46,92,up,10,
264,46,0,down,5,
265,46,0,up,99,
266,46,0,down,30,
267,46,0,up,78,
268,47,97,down,0,
269,47,0,down,49,
270,47,0,up,71,
271,47,18,up,0,
272,47,36,down,0,
273,47,0,down,99,
274,47,0,up,26,
275,47,2,up,69,
276,47,88,up,47,
277,47,67,down,0,
278,47,0,down,71,
279,47,0,up,23,
280,48,0,down,78,
281,48,0,up,8,
282,48,18,down,0,
283,48,0,down,6,
284,48,0,up,52,
285,48,2,up,10,
286,48,0,down,52,
287,48,0,up,63,
288,48,51,up,83,
289,48,0,down,23,
290,48,0,up,25,
291,48,16,up,0,
292,49,0,down,63,
293,49,0,up,12,
294,49,0,down,12,
295,49,0,up,84,
296,49,28,up,81,
297,49,16,down,0,
298,49,0,down,75,
299,49,0,up,35,
300,49,0,down,25,
301,49,0,up,17,
302,49,92,up,2,
303,49,46,up,28,
304,49,13,up,0,
305,49,13,down,0,
306,49,80,up,0,
307,49,94,up,57,
308,50,0,down,84,
309,50,0,up,47,
310,50,77,up,81,
311,50,80,down,0,
312,50,51,up,21,
313,50,12,up,30,
314,50,69,up,81,
315,50,55,up,0,
316,50,10,up,81,
317,50,57,up,81,
318,50,95,up,0,
319,51,57,up,28,
320,51,95,down,0,
321,51,0,down,26,
322,51,0,up,88,
323,51,83,up,51,
324,51,69,up,10,
325,52,14,up,0,
326,52,21,up,2,
327,52,0,down,47,
328,52,96,down,0,
329,52,14,down,0,
330,52,0,down,88,
331,52,55,down,0,
332,52,45,up,0,
333,52,83,up,98,
334,52,2,up,81,
335,52,90,up,83,
336,53,74,up,0,
337,53,45,down,0,
338,53,12,up,10,
339,53,72,up,0,
340,53,0,up,65,
341,54,81,up,77,
342,54,28,up,57,
343,54,92,up,12,
344,54,0,up,28,
345,54,39,up,0,
346,54,65,up,47,
347,54,72,down,0,
348,55,67,up,96,
349,55,47,up,30,
350,55,92,up,98,
351,55,21,up,69,
352,55,81,up,88,
353,55,79,up,0,
354,56,98,up,69,
355,56,61,up,0,
356,56,0,down,8,
357,56,0,up,60,
358,56,79,down,0,
359,56,98,up,60,
360,56,55,up,96,
361,56,43,up,0,
362,56,0,down,60,
363,56,0,up,46,
364,56,52,up,98,
365,56,74,down,0,
366,56,83,up,90,
367,57,0,down,28,
368,57,0,down,46,
369,57,98,up,30,
370,57,55,up,36,
371,57,0,down,65,
372,57,68,up,21,
373,58,0,up,36,
374,58,61,down,0,
375,58,0,up,57,
376,58,39,down,0,
377,58,43,down,0,
378,59,80,up,36,
379,59,16,up,67,
380,59,30,up,81,
381,59,57,up,94,
382,60,67,up,65,
383,60,51,up,81,
384,60,55,up,67,
385,60,0,down,57,
386,60,83,up,10,
387,60,19,up,0,
388,60,13,up,36,
389,60,30,up,92,
390,60,0,up,94,
391,60,76,up,0,
392,60,18,up,96,
393,60,54,up,90,
394,60,2,up,52,
395,61,36,up,46,
396,61,83,up,77,
397,61,16,up,36,
398,61,19,down,0,
399,61,68,up,83,
400,61,68,up,2,
401,61,65,up,92,
402,61,52,up,30,
403,61,88,up,30,
404,61,47,up,88,
405,62,28,up,46,
406,62,69,up,83,
407,62,81,up,83,
408,62,13,up,96,
409,62,61,up,96,
410,62,60,up,65,
411,62,54,up,98,
412,62,12,up,81,
413,62,64,up,0,
414,62,64,down,0,
415,62,93,up,0,
416,62,24,up,0,
417,62,76,down,0,
418,62,94,up,28,
419,62,0,up,96,
420,62,81,up,51,
421,63,10,up,68,
422,63,94,up,65,
423,63,10,down,83,
424,63,10,up,92,
425,63,57,up,36,
426,63,68,up,90,
427,63,77,up,80,
428,63,0,down,36,
429,63,0,up,67,
430,64,0,down,94,
431,64,64,up,83,
432,64,97,up,36,
433,64,91,up,0,
434,64,33,up,0,
435,64,0,up,97,
436,64,93,down,0,
437,65,88,up,92,
438,65,52,up,81,
439,65,33,up,81,
440,65,24,down,0,
441,65,36,up,28,
442,65,60,up,81,
443,65,14,up,96,
444,65,81,up,98,
445,65,67,up,94,
446,66,90,up,21,
447,66,90,up,68,
448,66,69,up,2,
449,66,33,down,0,
450,66,38,up,0,
451,67,68,up,81,
452,67,96,up,55,
453,67,77,up,90,
454,67,86,up,0,
455,67,86,down,0,
456,67,4,up,0,
457,67,21,up,83,
458,67,74,up,45,
459,67,91,down,0,
460,67,33,up,51,
461,67,74,up,55,
462,67,54,up,10,
463,67,19,up,74,
464,67,10,down,69,
465,67,10,up,2,
466,67,76,up,83,
467,67,55,up,97,
468,68,28,up,65,
469,68,79,up,72,
470,68,96,up,67,
471,68,2,up,98,
472,68,59,up,0,
473,68,0,down,97,
474,68,15,up,0,
475,68,47,up,81,
476,68,72,up,36,
477,68,46,up,65,
478,68,2,down,98,
479,68,2,up,92,
480,69,96,up,65,
481,69,10,down,68,
482,69,10,up,60,
483,69,64,up,81,
484,69,30,up,12,
485,69,0,down,67,
486,69,19,up,61,
487,69,15,down,0,
488,69,91,up,81,
489,69,60,up,47,
490,69,81,down,51,
491,69,81,up,28,
492,69,52,up,92,
493,69,95,up,55,
494,70,36,up,55,
495,70,81,down,98,
496,70,81,up,21,
497,70,38,down,0,
498,70,96,up,36,
499,70,76,up,39,
500,70,4,down,0,
501,70,50,up,0,
502,70,61,up,74,
503,70,54,up,81,
504,70,0,up,18,
505,71,83,down,10,
506,71,83,up,21,
507,71,50,down,0,
508,71,47,up,52,
509,71,16,up,96,
510,71,81,down,83,
511,71,81,up,57,
512,71,90,down,83,
513,71,90,up,81,
514,71,67,up,36,
515,71,0,down,18,
516,71,46,up,81,
517,71,70,up,0,
518,71,96,up,57,
519,72,57,up,65,
520,72,77,up,68,
521,72,80,up,96,
522,72,70,down,0,
523,72,52,up,45,
524,72,58,up,0,
525,72,76,up,96,
526,72,24,up,81,
527,72,54,up,69,
528,72,51,up,61,
529,72,65,up,81,
530,73,67,up,16,
531,73,65,up,88,
532,73,98,down,69,
533,73,98,up,10,
534,73,0,down,96,
535,73,11,up,0,
536,73,0,up,16,
537,73,31,up,0,
538,73,87,up,0,
539,73,0,down,16,
540,73,67,down,16,
541,73,67,up,55,
542,73,31,down,0,
543,73,14,up,67,
544,73,92,up,81,
545,74,58,down,0,
546,74,85,up,0,
547,74,2,down,52,
548,74,2,up,21,
549,74,0,up,13,
550,74,36,up,80,
551,74,0,down,13,
552,74,0,up,80,
553,74,59,down,0,
554,74,18,up,36,
555,74,0,down,80,
556,75,69,up,68,
557,75,60,up,98,
558,75,47,up,65,
559,75,69,down,68,
560,75,69,up,95,
561,75,28,up,47,
562,75,47,down,52,
563,75,47,up,92,
564,75,96,down,65,
565,75,96,up,61,
566,75,69,down,83,
567,75,69,up,77,
568,75,41,up,0,
569,75,0,up,55,
570,75,46,up,18,
571,75,94,up,36,
572,75,24,up,76,
573,75,41,down,0,
574,76,54,down,10,
575,76,54,up,57,
576,76,87,down,0,
577,76,0,up,95,
578,76,28,down,46,
579,76,28,up,92,
580,76,91,up,93,
581,76,9,up,0,
582,76,81,down,57,
583,76,81,up,10,
584,76,4,up,24,
585,76,81,down,77,
586,76,81,up,69,
587,76,2,down,10,
588,76,2,up,72,
589,76,95,up,36,
590,76,0,down,95,
591,76,96,down,61,
592,76,96,up,18,
593,76,36,up,13,
594,77,11,down,0,
595,77,45,up,96,
596,77,97,up,33,
597,77,94,up,45,
598,77,38,up,91,
599,77,45,up,36,
600,77,0,down,55,
601,77,43,up,96,
602,77,46,up,60,
603,77,80,up,77,
604,78,36,down,28,
605,78,36,up,81,
606,78,0,up,14,
607,78,36,down,46,
608,78,36,up,16,
609,78,12,up,52,
610,78,0,down,14,
611,78,85,down,0,
612,78,96,down,18,
613,78,96,up,13,
614,78,21,up,51,
615,78,36,down,55,
616,78,36,up,65,
617,78,65,up,13,
618,78,0,up,45,
619,78,74,up,19,
620,78,30,up,47,
621,78,52,down,30,
622,78,52,up,46,
623,78,24,up,83,
624,79,9,down,0,
625,79,30,down,47,
626,79,30,up,10,
627,79,0,down,45,
628,79,69,down,10,
629,79,0,up,74,
630,80,79,up,39,
631,80,81,down,88,
632,80,81,up,2,
633,80,61,up,19,
634,80,82,up,0,
635,80,0,up,72,
636,80,65,down,13,
637,80,65,up,67,
638,80,27,up,0,
639,80,73,up,0,
640,81,98,down,81,
641,81,98,up,92,
642,81,69,up,88,
643,81,13,up,97,
644,81,93,up,76,
645,81,72,up,79,
646,81,97,up,67,
647,81,4,up,38,
648,81,40,up,0,
649,81,0,up,39,
650,81,0,down,72,
651,82,16,up,97,
652,82,69,down,81,
653,82,69,up,21,
654,82,45,up,74,
655,82,58,up,38,
656,82,73,down,0,
657,82,40,down,0,
658,82,82,down,0,
659,82,60,up,94,
660,82,90,down,68,
661,82,90,up,30,
662,82,14,up,36,
663,82,3,up,0,
664,82,93,up,81,
665,82,19,up,96,
666,82,83,down,90,
667,82,83,up,12,
668,82,3,down,0,
669,82,62,up,0,
670,82,29,up,0,
671,83,98,down,83,
672,83,98,up,52,
673,83,62,down,0,
674,83,27,down,0,
675,83,39,up,76,
676,83,29,down,0,
677,83,86,up,24,
678,83,32,up,0,
679,83,55,up,74,
680,83,69,down,21,
681,83,69,up,98,
682,83,22,up,0,
683,83,1,up,0,
684,83,0,down,74,
685,83,1,down,0,
686,83,46,down,65,
687,83,46,up,36,
688,83,44,up,0,
689,83,0,up,79,
690,83,96,down,55,
691,83,96,up,14,
692,84,22,down,0,
693,84,0,up,61,
694,84,68,down,2,
695,84,68,up,47,
696,84,4,up,91,
697,84,0,down,79,
698,84,33,up,24,
699,84,89,up,0,
700,84,93,up,83,
701,84,13,up,43,
702,84,88,up,18,
703,85,79,up,96,
704,85,0,up,43,
705,85,32,down,0,
706,85,34,up,0,
707,85,44,down,0,
708,85,0,down,39,
709,86,37,up,0,
710,86,57,down,94,
711,86,57,up,64,
712,86,14,up,55,
713,86,96,down,36,
714,86,96,up,94,
715,86,89,down,0,
716,86,0,down,61,
717,86,74,up,61,
718,86,50,up,59,
719,86,37,down,0,
720,86,60,down,94,
721,86,60,up,28,
722,86,72,up,96,
723,86,48,up,0,
724,86,19,up,39,
725,86,88,down,18,
726,86,88,up,19,
727,86,66,up,0,
728,86,0,down,43,
729,86,64,up,96,
730,87,83,down,51,
731,87,83,up,64,
732,87,66,down,0,
733,87,28,down,47,
734,87,28,up,94,
735,87,93,up,96,
736,87,61,up,51,
737,87,81,down,10,
738,87,81,up,33,
739,87,16,down,67,
740,87,95,up,67,
741,87,33,up,97,
742,87,20,up,0,
743,87,48,down,0,
744,87,67,down,65,
745,87,67,up,31,
746,87,18,up,67,
747,87,24,up,4,
748,87,65,down,47,
749,87,65,up,60,
750,88,80,up,67,
751,88,49,up,0,
752,88,85,up,59,
753,88,34,down,0,
754,88,36,down,81,
755,88,36,up,97,
756,88,36,down,80,
757,88,36,up,57,
758,88,65,down,81,
759,88,65,up,94,
760,88,20,down,0,
761,88,52,down,98,
762,88,52,up,2,
763,88,7,up,0,
764,88,46,down,28,
765,88,7,down,0,
766,88,93,up,91,
767,88,86,up,91,
768,88,27,up,9,
769,88,75,up,0,
770,89,56,up,0,
771,89,97,up,55,
772,89,55,down,67,
773,89,55,up,95,
774,89,81,down,33,
775,89,81,up,16,
776,89,91,up,38,
777,89,45,up,67,
778,89,59,up,51,
779,89,15,up,91,
780,89,92,down,2,
781,89,92,up,65,
782,89,56,down,0,
783,90,42,up,0,
784,90,61,down,96,
785,90,76,up,24,
786,90,94,down,28,
787,90,94,up,67,
788,90,43,up,74,
789,90,97,up,96,
790,90,18,up,80,
791,90,0,up,19,
792,90,92,down,12,
793,90,92,up,30,
794,90,30,down,12,
795,90,30,up,88,
796,91,0,up,76,
797,91,97,down,67,
798,91,97,up,94,
799,91,49,down,0,
800,91,74,up,96,
801,91,6,up,0,
802,91,15,up,59,
803,91,0,down,19,
804,91,50,up,4,
805,91,42,down,0,
806,91,36,down,65,
807,91,36,up,72,
808,91,55,down,36,
809,91,3,up,73,
810,91,30,down,81,
811,91,30,up,52,
812,91,45,up,52,
813,92,95,up,96,
814,92,21,up,68,
815,92,57,down,65,
816,92,57,up,70,
817,92,39,up,96,
818,92,72,up,74,
819,92,80,up,97,
820,92,46,up,13,
821,92,53,up,0,
822,92,53,down,0,
823,92,5,up,0,
824,92,82,up,85,
825,92,72,up,55,
826,92,58,up,59,
827,93,28,down,92,
828,93,28,up,36,
829,93,0,down,76,
830,93,5,down,0,
831,93,3,up,82,
832,93,99,up,0,
833,93,78,up,0,
834,93,81,down,21,
835,93,81,up,30,
836,93,39,up,74,
837,93,38,up,93,
838,93,85,up,58,
839,93,75,down,0,
840,93,0,up,64,
841,93,0,down,64,
842,93,0,up,93,
843,94,0,up,24,
844,94,71,up,0,
845,94,11,up,38,
846,94,96,down,14,
847,94,96,up,76,
848,94,6,down,0,
849,94,99,down,0,
850,94,88,down,81,
851,94,45,down,36,
852,94,45,up,55,
853,94,55,down,96,
854,94,74,down,45,
855,94,74,up,36,
856,94,38,up,58,
857,94,78,down,0,
858,94,18,down,96,
859,94,71,down,0,
860,95,39,up,36,
861,95,26,up,0,
862,95,32,up,29,
863,95,18,up,97,
864,95,43,up,61,
865,95,98,down,92,
866,95,98,up,54,
867,95,65,down,92,
868,95,65,up,14,
869,95,27,up,11,
870,95,83,down,98,
871,95,83,up,76,
872,95,33,up,54,
873,95,10,down,2,
874,95,23,up,0,
875,96,9,up,11,
876,96,13,up,67,
877,96,8,up,0,
878,96,38,up,4,
879,96,94,down,57,
880,96,50,up,38,
881,96,0,down,93,
882,96,0,down,24,
883,96,81,down,30,
884,96,81,up,91,
885,96,81,down,2,
886,96,81,up,64,
887,96,23,down,0,
888,96,33,down,24,
889,96,33,up,15,
890,96,39,up,72,
891,97,49,up,34,
892,97,96,down,13,
893,97,96,up,16,
894,97,0,up,91,
895,97,0,up,33,
896,97,64,up,76,
897,97,63,up,0,
898,97,57,down,81,
899,97,72,down,55,
900,97,72,up,50,
901,97,40,up,27,
902,97,25,up,0,
903,97,92,down,65,
904,97,92,up,88,
905,97,63,down,0,
906,97,48,up,37,
907,97,76,up,19,
908,97,40,up,85,
909,98,25,down,0,
910,98,84,up,0,
911,98,81,down,91,
912,98,81,up,12,
913,98,72,down,79,
914,98,72,up,2,
915,98,61,up,79,
916,98,9,up,87,
917,98,35,up,0,
918,98,17,up,0,
919,98,95,up,69,
920,98,60,down,81,
921,98,60,up,86,
922,98,70,up,59,
923,98,68,down,90,
924,98,68,up,10,
925,99,26,down,0,
926,99,0,down,33,
927,99,65,down,94,
928,99,65,up,96,
929,99,9,up,27,
930,99,84,down,0,
931,99,83,down,12,
932,99,83,up,68,
933,99,96,down,57,
934,99,96,up,80,
935,99,7,up,34,
936,99,9,up,85,
937,99,73,up,27,
938,99,31,up,38,
939,99,0,down,91,
940,99,60,down,47,
941,99,60,up,10,
942,100,79,up,74,
943,100,65,down,67,
944,100,65,up,28,
945,100,79,up,40,
946,100,11,up,9,
947,100,83,down,77,
948,100,83,up,69,
949,100,0,up,38,
950,100,36,down,72,
951,100,36,up,96,
952,100,69,down,98,
953,100,67,down,31,
954,100,67,up,14,
955,100,38,up,24,
956,100,0,up,86,
957,100,0,down,86,
958,100,0,up,4,
959,100,43,up,39,
960,101,65,down,28,
961,101,65,up,46,
962,101,46,down,36,
963,101,76,down,96,
964,101,76,up,93,
965,101,58,up,4,
966,101,82,up,68,
967,101,24,up,86,
968,101,82,up,11,
969,101,81,down,12,
970,101,81,up,60,
971,101,45,down,67,
972,101,45,up,94,
973,101,31,up,67,
974,101,52,down,2,
975,101,11,up,58,
976,102,86,up,38,
977,102,73,up,3,
978,102,12,down,92,
979,102,61,up,39,
980,102,32,up,27,
981,102,77,down,81,
982,102,91,up,4,
983,102,27,up,85,
984,102,47,down,30,
985,102,36,down,96,
986,102,36,up,67,
987,102,0,up,59,
988,102,59,up,91,
989,102,20,up,34,
990,103,91,up,76,
991,103,67,down,55,
992,103,44,up,27,
993,103,0,down,35,
994,103,0,up,15,
995,103,59,up,50,
996,103,57,up,96,
997,103,58,up,70,
998,103,18,up,46,
999,103,29,up,62,
1000,103,80,down,36,
1001,103,0,down,38,
1002,103,81,down,16,
1003,103,81,up,52,
1004,103,81,down,28,
1005,103,81,up,24,
1006,103,21,down,51,
1007,103,21,up,79,
1008,103,83,down,64,
1009,103,83,up,81,
1010,103,0,down,15,
1011,104,0,down,4,
1012,104,42,up,49,
1013,104,47,up,60,
1014,104,8,down,0,
1015,104,33,down,97,
1016,104,33,up,3,
1017,104,68,down,10,
1018,104,9,up,59,
1019,104,82,up,3,
1020,104,39,down,74,
1021,104,39,up,79,
1022,104,70,up,38,
1023,104,15,up,38,
1024,104,59,up,85,
1025,105,26,up,6,
1026,105,24,down,83,
1027,105,24,up,33,
1028,105,66,up,37,
1029,105,65,down,96,
1030,105,41,up,11,
1031,105,0,up,50,
1032,105,33,down,54,
1033,105,33,up,93,
1034,105,40,up,73,
1035,105,10,up,54,
1036,106,28,down,36,
1037,106,37,up,66,
1038,106,96,down,16,
1039,106,96,up,43,
1040,106,36,down,16,
1041,106,36,up,18,
1042,106,0,down,50,
1043,106,36,down,13,
1044,106,36,up,87,
1045,106,37,up,32,
1046,106,65,up,57,
1047,106,56,up,75,
1048,107,29,up,32,
1049,107,12,up,89,
1050,107,22,up,71,
1051,107,96,down,80,
1052,107,96,up,45,
1053,107,6,up,75,
1054,107,73,up,9,
1055,107,43,up,76,
1056,107,3,up,40,
1057,107,41,up,85,
1058,107,34,up,49,
1059,107,78,up,99,
1060,107,56,up,49,
1061,107,91,down,76,
1062,107,91,up,24,
1063,107,0,up,70,
1064,107,98,down,30,
1065,107,98,up,2,
1066,107,13,down,67,
1067,107,13,up,65,
1068,107,40,up,3,
1069,107,59,up,38,
1070,108,71,up,75,
1071,108,48,up,34,
1072,108,98,down,2,
1073,108,17,up,8,
1074,108,47,down,65,
1075,108,85,up,82,
1076,108,81,down,69,
1077,108,24,down,81,
1078,108,24,up,93,
1079,108,83,down,69,
1080,108,83,up,93,
1081,108,89,up,44,
1082,108,51,down,81,
1083,108,92,down,81,
1084,108,92,up,52,
1085,108,0,down,70,
1086,108,33,down,93,
1087,108,33,up,91,
1088,108,73,up,82,
1089,108,42,up,56,
1090,108,26,up,78,
1091,108,0,down,59,
1092,108,36,down,57,
1093,108,36,up,95,
1094,108,0,up,58,
1095,109,62,up,27,
1096,109,30,down,52,
1097,109,45,down,74,
1098,109,37,up,48,
1099,109,2,down,92,
1100,109,71,up,99,
1101,109,52,up,47,
1102,109,37,up,34,
1103,109,64,up,57,
1104,109,36,down,87,
1105,109,36,up,45,
1106,109,12,down,30,
1107,109,21,down,69,
1108,109,13,down,65,
1109,110,0,up,11,
1110,110,0,up,31,
1111,110,22,up,42,
1112,110,48,up,89,
1113,110,0,down,58,
1114,110,81,up,47,
1115,110,81,down,24,
1116,110,81,up,68,
1117,110,0,up,87,
1118,110,21,up,90,
1119,110,0,down,31,
1120,110,35,up,25,
1121,110,88,up,65,
1122,110,86,up,66,
1123,111,70,up,4,
1124,111,63,up,75,
1125,111,43,down,76,
1126,111,43,up,13,
1127,111,57,down,96,
1128,111,57,up,54,
1129,111,33,down,51,
1130,111,0,up,85,
1131,111,79,down,72,
1132,111,91,down,81,
1133,111,91,up,86,
1134,111,77,down,90,
1135,111,34,up,7,
1136,111,33,down,81,
1137,111,70,up,57,
1138,111,8,up,23,
1139,111,87,up,58,
1140,111,36,down,45,
1141,111,36,up,94,
1142,111,33,up,48,
1143,112,87,up,31,
1144,112,96,down,43,
1145,112,96,up,56,
1146,112,14,down,96,
1147,112,31,up,11,
1148,112,19,up,88,
1149,112,91,down,4,
1150,112,91,up,15,
1151,112,5,up,75,
1152,112,3,up,27,
1153,112,99,up,75,
1154,113,0,down,87,
1155,113,44,up,32,
1156,113,83,down,81,
1157,113,10,down,81,
1158,113,0,up,41,
1159,113,62,up,82,
1160,113,22,up,73,
1161,113,13,down,96,
1162,113,75,up,49,
1163,113,52,down,47,
1164,113,11,up,27,
1165,113,0,down,41,
1166,113,4,up,50,
1167,113,0,down,11,
1168,113,27,up,40,
1169,113,59,down,38,
1170,113,59,up,15,
1171,114,58,up,85,
1172,114,63,up,26,
1173,114,96,down,56,
1174,114,96,up,19,
1175,114,29,up,82,
1176,114,81,down,64,
1177,114,81,up,46,
1178,114,10,down,54,
1179,114,1,up,22,
1180,114,31,down,67,
1181,114,41,up,59,
1182,114,0,up,9,
1183,114,51,down,83,
1184,114,98,down,52,
1185,114,28,down,94,
1186,114,5,up,49,
1187,114,11,up,4,
1188,114,97,down,33,
1189,115,59,down,50,
1190,115,59,up,4,
1191,115,8,up,26,
1192,115,59,down,85,
1193,115,59,up,58,
1194,115,47,up,28,
1195,115,78,up,75,
1196,115,0,down,85,
1197,115,65,down,46,
1198,115,79,up,15,
1199,116,15,up,4,
1200,116,39,down,76,
1201,116,39,up,19,
1202,116,87,up,59,
1203,116,40,up,82,
1204,116,85,up,87,
1205,116,83,up,24,
1206,116,81,down,47,
1207,116,81,up,54,
1208,116,97,up,13,
1209,116,98,up,23,
1210,116,69,up,54,
1211,116,62,up,3,
1212,116,87,up,11,
1213,116,6,up,26,
1214,117,5,up,6,
1215,117,10,up,98,
1216,117,3,up,62,
1217,117,0,down,9,
1218,117,73,up,85,
1219,117,24,down,33,
1220,117,81,down,60,
1221,117,81,up,65,
1222,117,27,up,82,
1223,117,31,up,59,
1224,117,85,up,40,
1225,117,60,down,28,
1226,117,60,up,46,
1227,117,68,up,77,
1228,118,37,up,89,
1229,118,29,up,73,
1230,118,38,down,24,
1231,118,38,up,11,
1232,118,97,down,36,
1233,118,97,up,16,
1234,118,40,down,73,
1235,118,40,up,79,
1236,118,99,up,49,
1237,118,34,up,53,
1238,118,27,down,82,
1239,118,27,up,73,
1240,118,32,up,73,
1241,118,48,up,84,
1242,118,92,down,30,
1243,118,92,up,47,
1244,118,29,up,27,
1245,118,77,down,83,
1246,118,41,up,87,
